,0,1,2,3,4,5,6,7
269,2.0,,80.0,14.0,55.0,24.4,0.249,24.0
270,5.0,136.0,84.0,41.0,,35.0,0.286,35.0
271,0.0,106.0,70.0,37.0,148.0,,0.605,22.0
272,3.0,111.0,90.0,12.0,78.0,28.4,,
273,5.0,88.0,,21.0,23.0,24.4,0.342,30.0
274,,111.0,94.0,0.0,0.0,32.8,0.265,
275,3.0,193.0,70.0,31.0,0.0,34.9,0.241,25.0
276,1.0,80.0,,11.0,60.0,30.0,0.527,22.0
277,,108.0,,32.0,56.0,25.2,,21.0
278,,120.0,78.0,,0.0,25.0,0.409,64.0
279,,57.0,,37.0,0.0,,0.096,41.0
280,5.0,99.0,74.0,27.0,135.0,31.6,0.422,25.0
281,2.0,95.0,54.0,14.0,88.0,26.1,0.748,22.0
282,1.0,,62.0,,41.0,19.5,0.482,25.0
283,,,,0.0,0.0,30.0,0.761,27.0
284,,159.0,64.0,0.0,0.0,27.4,,40.0
285,6.0,,80.0,36.0,0.0,39.8,,28.0
286,6.0,115.0,60.0,39.0,0.0,33.7,0.245,40.0
287,2.0,,90.0,30.0,,33.5,0.292,42.0
288,5.0,,72.0,29.0,325.0,36.9,0.159,28.0
289,2.0,106.0,56.0,27.0,,29.0,0.426,22.0
290,7.0,100.0,0.0,0.0,0.0,30.0,0.484,32.0
291,,139.0,62.0,,210.0,22.1,0.207,
292,1.0,,86.0,39.0,220.0,45.6,0.808,29.0
293,,,74.0,16.0,85.0,30.4,0.551,38.0
294,3.0,,56.0,34.0,,,0.944,39.0
295,1.0,,,10.0,0.0,23.0,0.248,
296,,140.0,85.0,33.0,0.0,37.4,0.244,41.0
297,3.0,,68.0,47.0,230.0,,,23.0
298,,193.0,,16.0,375.0,,,24.0
299,5.0,110.0,68.0,0.0,,26.0,0.292,30.0
300,3.0,84.0,72.0,32.0,,37.2,,28.0
301,2.0,,76.0,20.0,0.0,24.2,,
302,4.0,110.0,92.0,,0.0,37.6,0.191,30.0
303,0.0,105.0,64.0,,142.0,41.5,,22.0
304,,,,27.0,228.0,33.9,0.255,40.0
305,1.0,,,27.0,,34.6,0.101,22.0
306,4.0,117.0,,,120.0,33.2,0.23,24.0
307,7.0,124.0,,,,,0.161,37.0
308,,130.0,96.0,0.0,0.0,,0.268,
309,8.0,197.0,,,,,1.19,39.0
310,0.0,131.0,66.0,,,34.3,,22.0
311,0.0,,104.0,,0.0,34.3,0.435,41.0
312,,109.0,60.0,8.0,,25.4,0.947,21.0
313,6.0,0.0,,41.0,,,0.727,41.0
314,3.0,82.0,70.0,,0.0,,0.389,25.0
315,0.0,105.0,90.0,0.0,,29.6,0.197,46.0
316,,179.0,90.0,,0.0,,0.686,23.0
317,1.0,126.0,60.0,0.0,0.0,30.1,0.349,
318,4.0,,76.0,20.0,100.0,,,27.0
319,1.0,,54.0,0.0,0.0,,0.687,62.0
320,,79.0,,25.0,37.0,25.4,,22.0
321,1.0,,78.0,39.0,74.0,,0.261,
322,1.0,,78.0,29.0,76.0,,0.365,29.0
323,1.0,,,,0.0,,0.218,
324,,181.0,,36.0,495.0,30.1,,60.0
325,,,80.0,0.0,0.0,42.2,,29.0
326,0.0,100.0,88.0,60.0,110.0,46.8,0.962,31.0
327,4.0,137.0,,0.0,0.0,31.2,0.252,30.0
328,0.0,141.0,84.0,26.0,0.0,32.4,0.433,22.0
329,2.0,90.0,70.0,17.0,,27.3,0.085,22.0
330,1.0,117.0,60.0,23.0,106.0,,0.466,27.0
331,5.0,158.0,,0.0,0.0,,0.394,29.0
332,4.0,,65.0,22.0,,24.7,,21.0
333,1.0,83.0,68.0,0.0,,18.2,0.624,
334,0.0,86.0,,32.0,0.0,35.8,0.238,
335,,125.0,60.0,20.0,140.0,33.8,0.088,
336,,139.0,,0.0,0.0,25.6,,29.0
337,8.0,100.0,74.0,40.0,,39.4,0.661,43.0
338,5.0,155.0,,,545.0,38.7,0.619,
339,,95.0,,32.0,0.0,35.4,0.284,
340,,,,48.0,237.0,37.6,,51.0
341,0.0,137.0,,27.0,,27.3,0.231,
342,,129.0,74.0,26.0,205.0,,0.591,
343,,109.0,75.0,26.0,,,0.546,60.0
344,3.0,99.0,62.0,19.0,74.0,21.8,0.279,
345,2.0,134.0,70.0,,0.0,28.9,0.542,
346,2.0,,0.0,0.0,0.0,0.0,0.304,21.0
347,7.0,,76.0,,,40.9,0.871,
348,5.0,78.0,,0.0,0.0,,0.654,25.0
349,3.0,139.0,54.0,0.0,0.0,,0.402,22.0
350,0.0,119.0,,,,32.4,,24.0
351,,107.0,60.0,25.0,0.0,26.4,0.133,
352,2.0,124.0,68.0,28.0,205.0,32.9,0.875,30.0
353,,,106.0,23.0,49.0,35.5,0.285,47.0
354,1.0,107.0,72.0,30.0,82.0,30.8,0.821,24.0
355,,136.0,74.0,50.0,204.0,37.4,0.399,24.0
356,0.0,165.0,90.0,33.0,680.0,52.3,0.427,23.0
357,1.0,,,41.0,480.0,40.7,0.536,21.0
358,6.0,,78.0,0.0,,,,42.0
359,5.0,,108.0,0.0,0.0,,0.227,37.0
360,1.0,96.0,64.0,27.0,87.0,,,21.0
361,,180.0,66.0,,0.0,42.0,1.89,25.0
362,5.0,,,0.0,0.0,,0.135,41.0
363,,159.0,66.0,0.0,0.0,27.7,0.29,25.0
364,1.0,117.0,88.0,24.0,,34.5,0.403,
365,,,,38.0,,29.7,,
366,0.0,,82.0,,84.0,,0.299,
367,7.0,147.0,76.0,0.0,0.0,39.4,0.257,43.0
368,7.0,196.0,,0.0,0.0,39.8,0.451,41.0
369,9.0,112.0,82.0,32.0,175.0,34.2,,
370,,189.0,110.0,,0.0,28.5,0.68,37.0
371,2.0,101.0,58.0,35.0,90.0,21.8,,22.0
372,,142.0,80.0,15.0,0.0,32.4,0.2,63.0
373,,103.0,66.0,0.0,,24.3,0.249,29.0
374,7.0,,64.0,0.0,0.0,,0.732,34.0
375,,181.0,78.0,,293.0,40.0,1.26,
376,,158.0,70.0,0.0,,29.8,0.207,63.0
377,5.0,106.0,80.0,0.0,0.0,42.9,0.693,
378,5.0,99.0,54.0,28.0,83.0,,0.499,
379,,,74.0,,0.0,24.9,0.744,
380,1.0,95.0,74.0,21.0,73.0,25.9,0.673,36.0
381,6.0,93.0,50.0,30.0,64.0,28.7,0.356,23.0
382,0.0,127.0,80.0,37.0,210.0,36.3,0.804,
383,0.0,91.0,80.0,,0.0,32.4,0.601,27.0
384,0.0,131.0,88.0,,0.0,,0.743,32.0
385,2.0,83.0,65.0,,,36.8,0.629,24.0
386,,85.0,66.0,29.0,0.0,26.6,0.351,31.0
387,10.0,115.0,0.0,0.0,,35.3,0.134,29.0
388,2.0,68.0,,,15.0,20.1,0.257,
389,1.0,,70.0,28.0,,,0.142,22.0
390,7.0,136.0,90.0,,0.0,,0.21,50.0
391,,,,23.0,,,0.454,23.0
392,1.0,,66.0,18.0,,20.4,,22.0
393,,99.0,,0.0,0.0,22.2,0.108,23.0
394,2.0,110.0,74.0,29.0,125.0,32.4,0.698,
395,7.0,160.0,54.0,32.0,,30.5,0.588,39.0
396,,130.0,78.0,23.0,79.0,28.4,,
397,1.0,,56.0,30.0,56.0,,1.25,24.0
398,1.0,,50.0,40.0,167.0,,0.962,28.0
399,4.0,144.0,82.0,32.0,0.0,38.5,0.554,37.0
400,0.0,131.0,0.0,0.0,0.0,43.2,0.27,
401,0.0,102.0,52.0,0.0,0.0,25.1,,21.0
402,0.0,123.0,72.0,0.0,0.0,36.3,0.258,52.0
403,4.0,197.0,70.0,39.0,744.0,36.7,,
404,1.0,168.0,88.0,29.0,,,,
405,2.0,117.0,90.0,19.0,71.0,25.2,,
406,12.0,100.0,84.0,33.0,105.0,30.0,,46.0
407,5.0,,86.0,22.0,200.0,,,42.0
408,,195.0,,0.0,0.0,30.9,0.328,31.0
409,6.0,,72.0,45.0,,33.6,0.733,
410,,102.0,76.0,37.0,,,0.665,
411,,99.0,68.0,38.0,,32.8,0.145,33.0
412,2.0,85.0,,0.0,0.0,39.6,0.93,
413,,165.0,76.0,43.0,255.0,47.9,0.259,
414,0.0,126.0,,29.0,215.0,,0.52,
415,7.0,107.0,74.0,,0.0,,0.254,31.0
416,4.0,,80.0,,176.0,,0.443,34.0
417,1.0,109.0,,,135.0,25.2,0.833,23.0
418,5.0,126.0,78.0,27.0,,29.6,0.439,
419,5.0,123.0,,40.0,77.0,34.1,,28.0
420,3.0,128.0,78.0,,0.0,21.1,,55.0
421,,117.0,,,0.0,34.1,0.337,38.0
422,1.0,71.0,78.0,50.0,45.0,33.2,0.422,21.0
423,3.0,107.0,62.0,13.0,48.0,22.9,,
424,1.0,125.0,76.0,0.0,0.0,29.2,0.192,21.0
425,5.0,,,,,33.7,0.218,65.0
426,4.0,97.0,,23.0,,28.2,0.443,22.0
427,0.0,177.0,60.0,29.0,478.0,34.6,1.07,
428,1.0,124.0,60.0,32.0,0.0,35.8,0.514,21.0
429,4.0,158.0,78.0,0.0,0.0,32.9,0.803,31.0
430,7.0,,88.0,42.0,321.0,,0.787,40.0
431,10.0,,98.0,0.0,0.0,24.0,1.02,34.0
432,3.0,130.0,,0.0,0.0,23.1,0.314,
433,0.0,179.0,50.0,,159.0,,0.455,22.0
434,,,64.0,0.0,0.0,32.0,0.161,31.0
435,10.0,90.0,85.0,32.0,0.0,,0.825,56.0
436,4.0,84.0,90.0,23.0,,39.5,0.159,
437,5.0,,,41.0,,35.8,0.514,
438,,,,41.0,57.0,46.3,1.1,32.0
439,5.0,106.0,82.0,,,39.5,0.286,38.0
440,3.0,116.0,0.0,,,23.5,,23.0
441,10.0,,,,0.0,45.6,1.14,38.0
442,4.0,129.0,60.0,12.0,231.0,,,
443,1.0,,56.0,,0.0,29.7,,29.0
444,,,72.0,,176.0,34.4,0.528,25.0
445,10.0,162.0,84.0,0.0,0.0,27.7,0.182,
446,4.0,146.0,78.0,0.0,0.0,38.5,,67.0
447,,117.0,96.0,,0.0,,0.157,30.0
448,9.0,145.0,,34.0,165.0,30.3,0.771,53.0
449,2.0,108.0,80.0,0.0,0.0,,0.259,52.0
450,0.0,151.0,90.0,46.0,0.0,,,21.0
451,4.0,95.0,70.0,32.0,0.0,32.1,0.612,24.0
452,0.0,,,,105.0,,0.452,21.0
453,10.0,133.0,68.0,,0.0,27.0,,
454,1.0,116.0,,28.0,0.0,27.4,,21.0
455,7.0,,66.0,0.0,0.0,32.8,0.258,42.0
456,0.0,,0.0,0.0,0.0,44.2,0.63,
457,9.0,145.0,,46.0,130.0,37.9,0.637,40.0
458,8.0,91.0,82.0,0.0,0.0,,0.587,68.0
459,10.0,94.0,72.0,18.0,0.0,23.1,0.595,
460,0.0,78.0,88.0,29.0,,36.9,0.434,21.0
461,1.0,,,19.0,,,0.4,24.0
462,0.0,74.0,52.0,10.0,36.0,,0.269,22.0
463,1.0,93.0,,,0.0,30.4,0.315,23.0
464,,188.0,82.0,14.0,185.0,32.0,0.682,22.0
465,2.0,127.0,,,335.0,34.4,,22.0
466,6.0,,0.0,0.0,0.0,0.0,0.189,26.0
467,,120.0,68.0,,0.0,29.6,0.709,
468,2.0,142.0,82.0,,64.0,,,21.0
469,3.0,83.0,,,18.0,,0.336,25.0
470,0.0,104.0,76.0,0.0,0.0,23.3,0.582,
471,1.0,181.0,64.0,30.0,,34.1,0.328,38.0
472,3.0,,62.0,24.0,0.0,26.0,0.223,25.0
473,7.0,,66.0,32.0,0.0,39.1,,
474,,128.0,,,190.0,32.4,0.549,27.0
475,2.0,112.0,,42.0,160.0,,0.246,28.0
476,8.0,,76.0,29.0,280.0,37.5,0.605,57.0
477,0.0,,40.0,35.0,168.0,,2.29,
478,2.0,122.0,,43.0,,,,28.0
479,,108.0,62.0,10.0,278.0,25.3,0.881,22.0
480,,162.0,52.0,38.0,0.0,,,
481,3.0,124.0,,33.0,130.0,33.2,,26.0
482,,107.0,62.0,30.0,74.0,28.3,0.181,29.0
483,6.0,102.0,90.0,39.0,0.0,35.7,0.674,
484,,81.0,72.0,18.0,40.0,,0.283,
485,2.0,,66.0,23.0,,32.2,0.497,
486,4.0,141.0,,0.0,0.0,27.6,,40.0
487,,,72.0,,76.0,,0.547,
488,1.0,108.0,60.0,46.0,,35.5,,24.0
489,,158.0,70.0,30.0,328.0,35.5,0.344,35.0
490,3.0,170.0,64.0,37.0,,34.5,0.356,
491,1.0,173.0,74.0,0.0,0.0,36.8,0.088,38.0
492,,111.0,,0.0,0.0,22.6,0.142,21.0
493,4.0,154.0,,29.0,126.0,,0.338,
494,1.0,,58.0,10.0,0.0,25.4,,21.0
495,,,78.0,,,39.4,,
496,1.0,,62.0,18.0,59.0,25.1,,25.0
497,3.0,88.0,58.0,11.0,54.0,24.8,,22.0
498,1.0,130.0,,23.0,,28.6,0.692,21.0
