,0,1,2,3,4,5,6,7
28,tensor(1.1367e-16),tensor(-0.4773),tensor(1.0242),tensor(-4.5645e-17),tensor(-0.7226),tensor(7.8424e-17),tensor(-0.8280),tensor(1.0162e-16)
29,tensor(1.1367e-16),tensor(1.1992),tensor(0.7203),tensor(-1.2983),tensor(7.1371e-17),tensor(7.8424e-17),tensor(1.1535e-16),tensor(-0.3875)
30,tensor(1.1367e-16),tensor(-0.2875),tensor(-3.1735e-16),tensor(1.2535),tensor(-0.7226),tensor(1.8836),tensor(1.4113),tensor(0.9310)
31,tensor(1.1469),tensor(-1.1416),tensor(0.2139),tensor(0.6794),tensor(-0.7226),tensor(0.8271),tensor(1.1535e-16),tensor(1.0162e-16)
32,tensor(-0.0209),tensor(-0.3192),tensor(0.3152),tensor(-0.0224),tensor(0.1690),tensor(-0.4034),tensor(-1.0710),tensor(-0.5524)
33,tensor(-0.6048),tensor(-0.4140),tensor(-3.1735e-16),tensor(-4.5645e-17),tensor(0.1690),tensor(0.2429),tensor(-0.1913),tensor(1.0162e-16)
34,tensor(-0.0209),tensor(1.6104),tensor(0.1126),tensor(-1.2983),tensor(7.1371e-17),tensor(1.4859),tensor(0.0394),tensor(1.0162e-16)
35,tensor(-0.6048),tensor(-0.0028),tensor(0.3152),tensor(1.0621),tensor(7.1371e-17),tensor(1.0011),tensor(1.1535e-16),tensor(-0.3875)
36,tensor(-0.8967),tensor(-1.0151),tensor(0.4165),tensor(0.5518),tensor(-0.0450),tensor(0.0440),tensor(-0.3113),tensor(-0.3875)
37,tensor(0.5630),tensor(0.9778),tensor(-0.3938),tensor(-4.5645e-17),tensor(0.3473),tensor(0.4791),tensor(0.6946),tensor(1.0162e-16)
38,tensor(0.2710),tensor(1.5155),tensor(-0.2925),tensor(-1.2983),tensor(-0.7226),tensor(7.8424e-17),tensor(-1.0187),tensor(0.6014)
39,tensor(-0.6048),tensor(-0.6355),tensor(-0.0900),tensor(0.2966),tensor(-0.0896),tensor(0.8520),tensor(-0.4374),tensor(-0.6348)
40,tensor(-0.8967),tensor(1.9032e-16),tensor(-0.0900),tensor(0.8707),tensor(-0.0361),tensor(0.7401),tensor(-0.2005),tensor(-0.7996)
